DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/conf/locale/__init__.py first seen with mtime 1730366946.4098196
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_list.py first seen with mtime 1730366946.61682
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/_compression.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/sites/requests.py first seen with mtime 1730366946.957821
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/email/message.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/utils/translation/__init__.py first seen with mtime 1730366947.073821
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/struct.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/template/defaulttags.py first seen with mtime 1730366947.053821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1730366947.019821
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/textwrap.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1730366946.7078204
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/models/signals.py first seen with mtime 1730366947.025821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/files/move.py first seen with mtime 1730366946.9978209
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/template/loaders/cached.py first seen with mtime 1730366947.057821
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/http/cookies.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/lib-dynload/_asyncio.cpython-312-x86_64-linux-gnu.so first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/backends/base/base.py first seen with mtime 1730366947.008821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/files/temp.py first seen with mtime 1730366946.9978209
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/psycopg2/__init__.py first seen with mtime 1730903851.940177
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1730366946.2498193
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/logging/__init__.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/http/server.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/encodings/__init__.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/contextlib.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/lib-dynload/_json.cpython-312-x86_64-linux-gnu.so first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/bz2.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/messages/storage/__init__.py first seen with mtime 1730366946.8578205
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/files/storage/filesystem.py first seen with mtime 1730366946.998821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1730366946.989821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/utils/text.py first seen with mtime 1730366947.071821
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/lib-dynload/_pickle.cpython-312-x86_64-linux-gnu.so first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/asyncio/locks.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/models/indexes.py first seen with mtime 1730366947.0238209
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/backends/postgresql/__init__.py first seen with mtime 1730366947.013821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/models/functions/comparison.py first seen with mtime 1730366947.028821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/views/i18n.py first seen with mtime 1730366947.0758212
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/re/_constants.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/utils/deprecation.py first seen with mtime 1730366947.066821
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/asyncio/log.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/re/_casefix.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/admin/__init__.py first seen with mtime 1730366946.4958198
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/argparse.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/transaction.py first seen with mtime 1730366947.0078208
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/admin/actions.py first seen with mtime 1730366946.49682
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/proiectdaw/ecommerce/forms.py first seen with mtime 1733258983.8661156
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/files/storage/__init__.py first seen with mtime 1730366946.998821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/__init__.py first seen with mtime 1730366946.4068196
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1730366946.61782
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/pathlib.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/template/engine.py first seen with mtime 1730366947.054821
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/lib-dynload/_sha2.cpython-312-x86_64-linux-gnu.so first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/checks/security/base.py first seen with mtime 1730366946.996821
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/html/__init__.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/models/sql/query.py first seen with mtime 1730366947.031821
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/auth/validators.py first seen with mtime 1730366946.6608202
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/sessions/models.py first seen with mtime 1730366946.9198208
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/subprocess.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/models/sql/where.py first seen with mtime 1730366947.031821
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/concurrent/__init__.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/views/csrf.py first seen with mtime 1730366947.074821
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/admin/utils.py first seen with mtime 1730366946.4988198
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/http/response.py first seen with mtime 1730366947.050821
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/proiectdaw/ecommerce/admin.py first seen with mtime 1730973347.066704
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1730366947.031821
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/html/parser.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/lib-dynload/_bz2.cpython-312-x86_64-linux-gnu.so first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/handlers/__init__.py first seen with mtime 1730366946.999821
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/asyncio/taskgroups.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/types.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/management/commands/runserver.py first seen with mtime 1730366947.0048208
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/checks/messages.py first seen with mtime 1730366946.995821
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/wsgi.py first seen with mtime 1730366946.992821
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/forms/formsets.py first seen with mtime 1730366947.033821
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1730366946.61782
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/urllib/__init__.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/_sysconfigdata__linux_x86_64-linux-gnu.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/backends/postgresql/features.py first seen with mtime 1730366947.014821
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/email/parser.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/template/loader.py first seen with mtime 1730366947.054821
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/asyncio/unix_events.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/secrets.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,098 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/auth/apps.py first seen with mtime 1730366946.6568203
DEBUG 2024-12-04 16:23:39,098 autoreload File /usr/lib64/python3.12/lib-dynload/_heapq.cpython-312-x86_64-linux-gnu.so first seen with mtime 1727740800.0
